,redpoint_-3,redpoint_-2,redpoint_-1,redpoint_0,redpoint_1,redpoint_2,redpoint_3,pred,ends,red,yellow,red_diff,remain_ends,last_stone_is_red,red_postion,filepath,page,T
1771,0,0,1,0,0,0,0,-1,3,0.0,1.0,-1.0,6,True,-1.0,./dataset_o\ECC2021_ResultsBook_Women_A-Division\geme37end3.png,37,ECC2021_ResultsBook_Women_A-Division
1772,1,0,0,0,0,0,0,-3,9,0.0,3.0,-3.0,0,False,4.0,./dataset_o\WWCC2022_ResultsBook\geme546end9.png,546,WWCC2022_ResultsBook
1773,0,0,0,0,0,1,0,2,7,2.0,0.0,2.0,2,False,1.0,./dataset_o\ECC2021_ResultsBook_Women_A-Division\geme238end7.png,238,ECC2021_ResultsBook_Women_A-Division
1774,0,0,0,0,0,1,0,2,8,2.0,0.0,2.0,1,True,3.0,./dataset_o\WMCC2019_ResultsBook\geme624end8.png,624,WMCC2019_ResultsBook
1775,1,0,0,0,0,0,0,-3,8,0.0,4.0,-4.0,1,False,-2.0,./dataset_o\WWCC2023_ResultsBook\geme210end8.png,210,WWCC2023_ResultsBook
1776,1,0,0,0,0,0,0,-3,4,0.0,4.0,-4.0,5,False,-1.0,./dataset_o\ECC2018_ResultsBook_Men_A-Division\geme518end4.png,518,ECC2018_ResultsBook_Men_A-Division
1777,0,0,1,0,0,0,0,-1,7,0.0,1.0,-1.0,2,False,-1.0,./dataset_o\ECC2017_ResultsBook_Men_A-Division\geme230end7.png,230,ECC2017_ResultsBook_Men_A-Division
1778,0,0,1,0,0,0,0,-1,8,0.0,1.0,-1.0,1,False,0.0,./dataset_o\OWG2022_ResultsBook\geme991end8.png,991,OWG2022_ResultsBook
1779,0,0,0,1,0,0,0,0,7,0.0,0.0,0.0,2,True,3.0,./dataset_o\WWCC2019_ResultsBook\geme860end7.png,860,WWCC2019_ResultsBook
1780,0,0,0,0,1,0,0,1,3,1.0,0.0,1.0,6,True,0.0,./dataset_o\ECC2018_ResultsBook_Men_A-Division\geme421end3.png,421,ECC2018_ResultsBook_Men_A-Division
1781,0,0,1,0,0,0,0,-1,6,0.0,1.0,-1.0,3,False,-3.0,./dataset_o\ECC2021_ResultsBook_Women_A-Division\geme199end6.png,199,ECC2021_ResultsBook_Women_A-Division
1782,0,0,1,0,0,0,0,-1,8,0.0,1.0,-1.0,1,False,-2.0,./dataset_o\OWG2018_ResultsBook\geme770end8.png,770,OWG2018_ResultsBook
1783,0,0,1,0,0,0,0,-1,1,0.0,1.0,-1.0,8,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme683end1.png,683,WMCC2022_ResultsBook
1784,0,0,0,0,1,0,0,1,7,1.0,0.0,1.0,2,True,-2.0,./dataset_o\PCCC2022_ResultsBook_Women_A-Division\geme115end7.png,115,PCCC2022_ResultsBook_Women_A-Division
1785,0,0,1,0,0,0,0,-1,9,0.0,1.0,-1.0,0,False,2.0,./dataset_o\ECC2022_ResultsBook_Men_A-Division\geme307end9.png,307,ECC2022_ResultsBook_Men_A-Division
1786,0,0,1,0,0,0,0,-1,4,0.0,1.0,-1.0,5,True,-3.0,./dataset_o\WMCC2021_ResultsBook\geme940end4.png,940,WMCC2021_ResultsBook
1787,0,0,1,0,0,0,0,-1,8,0.0,1.0,-1.0,1,True,-2.0,./dataset_o\WMCC2019_ResultsBook\geme138end8.png,138,WMCC2019_ResultsBook
1788,0,1,0,0,0,0,0,-2,3,0.0,2.0,-2.0,6,False,1.0,./dataset_o\PCCC2022_ResultsBook_Men_A-Division\geme288end3.png,288,PCCC2022_ResultsBook_Men_A-Division
1789,0,0,1,0,0,0,0,-1,4,0.0,1.0,-1.0,5,False,3.0,./dataset_o\WWCC2019_ResultsBook\geme678end4.png,678,WWCC2019_ResultsBook
1790,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme344end1.png,344,WWCC2022_ResultsBook
1791,0,0,0,0,1,0,0,1,11,1.0,0.0,1.0,0,True,0.0,./dataset_o\WMCC2018_ResultsBook\geme604end11.png,604,WMCC2018_ResultsBook
1792,0,0,1,0,0,0,0,-1,2,0.0,1.0,-1.0,7,True,-2.0,./dataset_o\OWG2018_ResultsBook\geme815end2.png,815,OWG2018_ResultsBook
1793,0,0,0,0,1,0,0,1,2,1.0,0.0,1.0,7,True,0.0,./dataset_o\WMCC2019_ResultsBook\geme383end2.png,383,WMCC2019_ResultsBook
1794,0,0,0,0,1,0,0,1,3,1.0,0.0,1.0,6,True,-3.0,./dataset_o\ECC2018_ResultsBook_Women_A-Division\geme434end3.png,434,ECC2018_ResultsBook_Women_A-Division
1795,0,0,0,0,1,0,0,1,6,1.0,0.0,1.0,3,True,0.0,./dataset_o\WMCC2019_ResultsBook\geme392end6.png,392,WMCC2019_ResultsBook
1796,0,0,0,0,0,1,0,2,8,2.0,0.0,2.0,1,True,5.0,./dataset_o\ECC2018_ResultsBook_Women_A-Division\geme521end8.png,521,ECC2018_ResultsBook_Women_A-Division
1797,0,1,0,0,0,0,0,-2,4,0.0,2.0,-2.0,5,False,-2.0,./dataset_o\ECC2019_ResultsBook_Men_A-Division\geme336end4.png,336,ECC2019_ResultsBook_Men_A-Division
1798,0,0,0,0,1,0,0,1,6,1.0,0.0,1.0,3,True,-4.0,./dataset_o\WMCC2023_ResultsBook\geme737end6.png,737,WMCC2023_ResultsBook
1799,0,0,0,0,1,0,0,1,4,1.0,0.0,1.0,5,True,-2.0,./dataset_o\ECC2018_ResultsBook_Men_A-Division\geme374end4.png,374,ECC2018_ResultsBook_Men_A-Division
1800,0,0,0,0,1,0,0,1,10,1.0,0.0,1.0,0,True,2.0,./dataset_o\ECC2021_ResultsBook_Women_A-Division\geme523end10.png,523,ECC2021_ResultsBook_Women_A-Division
1801,0,0,0,0,1,0,0,1,10,1.0,0.0,1.0,0,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme250end10.png,250,WMCC2021_ResultsBook
1802,0,0,0,0,0,1,0,2,7,2.0,0.0,2.0,2,True,-4.0,./dataset_o\WMCC2019_ResultsBook\geme532end7.png,532,WMCC2019_ResultsBook
1803,0,0,1,0,0,0,0,-1,8,0.0,1.0,-1.0,1,False,0.0,./dataset_o\ECC2022_ResultsBook_Women_A-Division\geme129end8.png,129,ECC2022_ResultsBook_Women_A-Division
1804,0,0,0,0,0,0,1,3,6,3.0,0.0,3.0,3,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme490end6.png,490,WMCC2021_ResultsBook
1805,0,0,0,1,0,0,0,0,4,0.0,0.0,0.0,5,True,2.0,./dataset_o\ECC2021_ResultsBook_Men_A-Division\geme432end4.png,432,ECC2021_ResultsBook_Men_A-Division
1806,0,0,0,0,0,1,0,2,5,2.0,0.0,2.0,4,True,-3.0,./dataset_o\WWCC2019_ResultsBook\geme895end5.png,895,WWCC2019_ResultsBook
1807,0,1,0,0,0,0,0,-2,2,0.0,2.0,-2.0,7,False,3.0,./dataset_o\WMCC2018_ResultsBook\geme616end2.png,616,WMCC2018_ResultsBook
1808,0,0,0,0,0,0,1,3,3,3.0,0.0,3.0,6,True,1.0,./dataset_o\WMCC2023_ResultsBook\geme826end3.png,826,WMCC2023_ResultsBook
1809,0,1,0,0,0,0,0,-2,8,0.0,2.0,-2.0,1,False,-3.0,./dataset_o\PACC2018_ResultsBook_Men\geme237end8.png,237,PACC2018_ResultsBook_Men
1810,0,1,0,0,0,0,0,-2,1,0.0,2.0,-2.0,8,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme376end1.png,376,WMCC2022_ResultsBook
1811,0,0,0,0,1,0,0,1,2,1.0,0.0,1.0,7,False,2.0,./dataset_o\WWCC2019_ResultsBook\geme343end2.png,343,WWCC2019_ResultsBook
1812,1,0,0,0,0,0,0,-3,2,0.0,3.0,-3.0,7,False,1.0,./dataset_o\ECC2022_ResultsBook_Men_A-Division\geme249end2.png,249,ECC2022_ResultsBook_Men_A-Division
1813,0,0,0,0,0,1,0,2,2,2.0,0.0,2.0,7,True,0.0,./dataset_o\WWCC2019_ResultsBook\geme75end2.png,75,WWCC2019_ResultsBook
1814,0,0,0,0,0,0,1,3,1,3.0,0.0,3.0,8,True,0.0,./dataset_o\WWCC2018_ResultsBook\geme217end1.png,217,WWCC2018_ResultsBook
1815,0,0,0,0,0,0,1,3,1,4.0,0.0,4.0,8,True,0.0,./dataset_o\ECC2022_ResultsBook_Women_A-Division\geme129end1.png,129,ECC2022_ResultsBook_Women_A-Division
1816,0,0,1,0,0,0,0,-1,7,0.0,1.0,-1.0,2,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme569end7.png,569,WMCC2022_ResultsBook
1817,0,0,0,0,1,0,0,1,5,1.0,0.0,1.0,4,True,-3.0,./dataset_o\OWG2022_ResultsBook\geme723end5.png,723,OWG2022_ResultsBook
1818,0,0,0,0,1,0,0,1,3,1.0,0.0,1.0,6,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme922end3.png,922,WMCC2021_ResultsBook
1819,0,1,0,0,0,0,0,-2,4,0.0,2.0,-2.0,5,False,2.0,./dataset_o\ECC2021_ResultsBook_Women_A-Division\geme405end4.png,405,ECC2021_ResultsBook_Women_A-Division
1820,0,0,0,0,1,0,0,1,1,1.0,0.0,1.0,8,True,0.0,./dataset_o\OWG2022_ResultsBook\geme1046end1.png,1046,OWG2022_ResultsBook
1821,0,0,1,0,0,0,0,-1,7,0.0,1.0,-1.0,2,False,2.0,./dataset_o\CWC2018-19_Leg3_ResultsBook\geme308end7.png,308,CWC2018-19_Leg3_ResultsBook
1822,0,0,1,0,0,0,0,-1,9,0.0,1.0,-1.0,0,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme212end9.png,212,WWCC2022_ResultsBook
1823,0,0,0,0,1,0,0,1,2,1.0,0.0,1.0,7,True,-2.0,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme110end2.png,110,ECC2017_ResultsBook_Women_A-Division
1824,0,0,0,0,1,0,0,1,6,1.0,0.0,1.0,3,False,2.0,./dataset_o\WWCC2023_ResultsBook\geme485end6.png,485,WWCC2023_ResultsBook
1825,0,0,0,0,1,0,0,1,2,1.0,0.0,1.0,7,True,-3.0,./dataset_o\OWG2022_ResultsBook\geme767end2.png,767,OWG2022_ResultsBook
1826,0,0,0,0,0,1,0,2,7,2.0,0.0,2.0,2,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme501end7.png,501,WMCC2021_ResultsBook
1827,0,0,0,1,0,0,0,0,3,0.0,0.0,0.0,6,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme587end3.png,587,WWCC2023_ResultsBook
1828,0,0,0,0,1,0,0,1,4,1.0,0.0,1.0,5,True,1.0,./dataset_o\PCCC2023_ResultsBook_Men_A-Division\geme110end4.png,110,PCCC2023_ResultsBook_Men_A-Division
1829,0,0,0,0,0,0,1,3,6,3.0,0.0,3.0,3,True,8.0,./dataset_o\PCCC2022_ResultsBook_Women_A-Division\geme363end6.png,363,PCCC2022_ResultsBook_Women_A-Division
1830,0,0,0,0,1,0,0,1,10,1.0,0.0,1.0,0,False,-1.0,./dataset_o\ECC2018_ResultsBook_Women_A-Division\geme422end10.png,422,ECC2018_ResultsBook_Women_A-Division
1831,0,0,1,0,0,0,0,-1,1,0.0,1.0,-1.0,8,False,0.0,./dataset_o\ECC2022_ResultsBook_Men_A-Division\geme49end1.png,49,ECC2022_ResultsBook_Men_A-Division
1832,1,0,0,0,0,0,0,-3,8,0.0,3.0,-3.0,1,False,-1.0,./dataset_o\PACC2018_ResultsBook_Men\geme83end8.png,83,PACC2018_ResultsBook_Men
1833,0,0,1,0,0,0,0,-1,3,0.0,1.0,-1.0,6,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme557end3.png,557,WWCC2023_ResultsBook
1834,0,0,0,0,0,1,0,2,6,2.0,0.0,2.0,3,True,-1.0,./dataset_o\ECC2022_ResultsBook_Women_A-Division\geme155end6.png,155,ECC2022_ResultsBook_Women_A-Division
1835,0,0,0,1,0,0,0,0,5,0.0,0.0,0.0,4,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme116end5.png,116,WWCC2023_ResultsBook
1836,1,0,0,0,0,0,0,-3,5,0.0,3.0,-3.0,4,True,0.0,./dataset_o\CWC2018-19_Leg1_ResultsBook\geme59end5.png,59,CWC2018-19_Leg1_ResultsBook
1837,0,0,0,0,0,1,0,2,3,2.0,0.0,2.0,6,True,-1.0,./dataset_o\WWCC2019_ResultsBook\geme519end3.png,519,WWCC2019_ResultsBook
1838,0,0,0,0,0,1,0,2,5,2.0,0.0,2.0,4,False,-3.0,./dataset_o\ECC2023_ResultsBook_Women_A-Division\geme135end5.png,135,ECC2023_ResultsBook_Women_A-Division
1839,0,0,0,0,1,0,0,1,5,1.0,0.0,1.0,4,True,-4.0,./dataset_o\WMCC2019_ResultsBook\geme262end5.png,262,WMCC2019_ResultsBook
1840,0,0,0,0,1,0,0,1,3,1.0,0.0,1.0,6,True,-2.0,./dataset_o\ECC2018_ResultsBook_Women_A-Division\geme541end3.png,541,ECC2018_ResultsBook_Women_A-Division
1841,0,0,0,0,0,1,0,2,6,2.0,0.0,2.0,3,True,-1.0,./dataset_o\OWG2018_ResultsBook\geme1181end6.png,1181,OWG2018_ResultsBook
1842,0,1,0,0,0,0,0,-2,7,0.0,2.0,-2.0,2,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme45end7.png,45,WMCC2023_ResultsBook
1843,0,1,0,0,0,0,0,-2,9,0.0,2.0,-2.0,0,False,0.0,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme402end9.png,402,ECC2017_ResultsBook_Women_A-Division
1844,0,0,0,0,0,1,0,2,1,2.0,0.0,2.0,8,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme68end1.png,68,WMCC2023_ResultsBook
1845,0,0,1,0,0,0,0,-1,9,0.0,1.0,-1.0,0,True,3.0,./dataset_o\WMCC2023_ResultsBook\geme684end9.png,684,WMCC2023_ResultsBook
1846,0,0,0,0,1,0,0,1,5,1.0,0.0,1.0,4,False,-1.0,./dataset_o\OWG2018_ResultsBook\geme301end5.png,301,OWG2018_ResultsBook
1847,0,0,1,0,0,0,0,-1,1,0.0,1.0,-1.0,8,False,0.0,./dataset_o\PACC2017_ResultsBook_Women\geme20end1.png,20,PACC2017_ResultsBook_Women
1848,1,0,0,0,0,0,0,-3,5,0.0,3.0,-3.0,4,False,2.0,./dataset_o\ECC2017_ResultsBook_Men_A-Division\geme274end5.png,274,ECC2017_ResultsBook_Men_A-Division
1849,0,0,1,0,0,0,0,-1,4,0.0,1.0,-1.0,5,False,0.0,./dataset_o\WWCC2019_ResultsBook\geme723end4.png,723,WWCC2019_ResultsBook
1850,1,0,0,0,0,0,0,-3,3,0.0,3.0,-3.0,6,False,2.0,./dataset_o\ECC2019_ResultsBook_Women_A-Division\geme169end3.png,169,ECC2019_ResultsBook_Women_A-Division
1851,0,0,0,0,0,1,0,2,3,2.0,0.0,2.0,6,True,0.0,./dataset_o\ECC2019_ResultsBook_Women_A-Division\geme516end3.png,516,ECC2019_ResultsBook_Women_A-Division
1852,0,0,0,0,1,0,0,1,6,1.0,0.0,1.0,3,True,2.0,./dataset_o\ECC2018_ResultsBook_Women_A-Division\geme446end6.png,446,ECC2018_ResultsBook_Women_A-Division
1853,0,0,0,0,1,0,0,1,4,1.0,0.0,1.0,5,False,4.0,./dataset_o\WWCC2022_ResultsBook\geme521end4.png,521,WWCC2022_ResultsBook
1854,0,1,0,0,0,0,0,-2,6,0.0,2.0,-2.0,3,False,3.0,./dataset_o\WMCC2022_ResultsBook\geme760end6.png,760,WMCC2022_ResultsBook
1855,0,0,1,0,0,0,0,-1,7,0.0,1.0,-1.0,2,False,1.0,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme19end7.png,19,ECC2017_ResultsBook_Women_A-Division
1856,0,0,1,0,0,0,0,-1,3,0.0,1.0,-1.0,6,False,-1.0,./dataset_o\ECC2018_ResultsBook_Men_A-Division\geme354end3.png,354,ECC2018_ResultsBook_Men_A-Division
1857,0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,3,False,4.0,./dataset_o\WMCC2022_ResultsBook\geme67end6.png,67,WMCC2022_ResultsBook
1858,1,0,0,0,0,0,0,-3,7,0.0,3.0,-3.0,2,False,0.0,./dataset_o\CWC2018-19_Leg1_ResultsBook\geme303end7.png,303,CWC2018-19_Leg1_ResultsBook
1859,0,0,1,0,0,0,0,-1,2,0.0,1.0,-1.0,7,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme310end2.png,310,WMCC2023_ResultsBook
1860,0,0,0,0,1,0,0,1,3,1.0,0.0,1.0,6,True,-1.0,./dataset_o\WWCC2019_ResultsBook\geme883end3.png,883,WWCC2019_ResultsBook
1861,0,0,0,0,1,0,0,1,4,1.0,0.0,1.0,5,True,-1.0,./dataset_o\ECC2018_ResultsBook_Men_A-Division\geme410end4.png,410,ECC2018_ResultsBook_Men_A-Division
1862,0,0,1,0,0,0,0,-1,2,0.0,1.0,-1.0,7,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme778end2.png,778,WWCC2022_ResultsBook
1863,0,0,1,0,0,0,0,-1,4,0.0,1.0,-1.0,5,False,1.0,./dataset_o\WWCC2018_ResultsBook\geme394end4.png,394,WWCC2018_ResultsBook
1864,0,1,0,0,0,0,0,-2,5,0.0,2.0,-2.0,4,True,-6.0,./dataset_o\PCCC2022_ResultsBook_Women_A-Division\geme177end5.png,177,PCCC2022_ResultsBook_Women_A-Division
1865,0,0,0,0,1,0,0,1,4,1.0,0.0,1.0,5,False,1.0,./dataset_o\ECC2017_ResultsBook_Men_A-Division\geme460end4.png,460,ECC2017_ResultsBook_Men_A-Division
1866,0,0,0,0,0,1,0,2,4,2.0,0.0,2.0,5,True,-1.0,./dataset_o\CWC2018-19_Leg1_ResultsBook\geme19end4.png,19,CWC2018-19_Leg1_ResultsBook
1867,0,0,0,0,1,0,0,1,4,1.0,0.0,1.0,5,True,0.0,./dataset_o\ECC2017_ResultsBook_Men_A-Division\geme413end4.png,413,ECC2017_ResultsBook_Men_A-Division
1868,0,0,0,1,0,0,0,0,5,0.0,0.0,0.0,4,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme385end5.png,385,WMCC2023_ResultsBook
1869,0,0,0,0,0,1,0,2,8,2.0,0.0,2.0,1,True,1.0,./dataset_o\ECC2023_ResultsBook_Women_A-Division\geme44end8.png,44,ECC2023_ResultsBook_Women_A-Division
1870,0,0,0,0,0,1,0,2,3,2.0,0.0,2.0,6,True,-2.0,./dataset_o\WMCC2022_ResultsBook\geme588end3.png,588,WMCC2022_ResultsBook
1871,1,0,0,0,0,0,0,-3,9,0.0,3.0,-3.0,0,False,-1.0,./dataset_o\WMCC2022_ResultsBook\geme520end9.png,520,WMCC2022_ResultsBook
1872,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,8,False,0.0,./dataset_o\WWCC2019_ResultsBook\geme25end1.png,25,WWCC2019_ResultsBook
1873,0,0,0,0,1,0,0,1,9,1.0,0.0,1.0,0,False,-1.0,./dataset_o\OWG2018_ResultsBook\geme1055end9.png,1055,OWG2018_ResultsBook
1874,0,0,0,0,1,0,0,1,3,1.0,0.0,1.0,6,True,-1.0,./dataset_o\CWC2018-19_Leg3_ResultsBook\geme78end3.png,78,CWC2018-19_Leg3_ResultsBook
1875,0,0,0,0,0,1,0,2,6,2.0,0.0,2.0,3,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme385end6.png,385,WMCC2023_ResultsBook
1876,0,0,0,0,0,1,0,2,8,2.0,0.0,2.0,1,False,-1.0,./dataset_o\ECC2023_ResultsBook_Women_A-Division\geme304end8.png,304,ECC2023_ResultsBook_Women_A-Division
1877,0,0,0,0,1,0,0,1,7,1.0,0.0,1.0,2,True,-3.0,./dataset_o\ECC2018_ResultsBook_Women_A-Division\geme37end7.png,37,ECC2018_ResultsBook_Women_A-Division
1878,0,1,0,0,0,0,0,-2,3,0.0,2.0,-2.0,6,False,-2.0,./dataset_o\ECC2021_ResultsBook_Men_A-Division\geme250end3.png,250,ECC2021_ResultsBook_Men_A-Division
1879,0,0,0,1,0,0,0,0,5,0.0,0.0,0.0,4,False,1.0,./dataset_o\WMCC2018_ResultsBook\geme682end5.png,682,WMCC2018_ResultsBook
1880,0,0,1,0,0,0,0,-1,5,0.0,1.0,-1.0,4,False,0.0,./dataset_o\OWG2018_ResultsBook\geme1181end5.png,1181,OWG2018_ResultsBook
1881,0,0,1,0,0,0,0,-1,1,0.0,1.0,-1.0,8,True,0.0,./dataset_o\OWG2022_ResultsBook\geme407end1.png,407,OWG2022_ResultsBook
1882,0,0,0,0,0,1,0,2,1,2.0,0.0,2.0,8,True,0.0,./dataset_o\PACC2017_ResultsBook_Men\geme38end1.png,38,PACC2017_ResultsBook_Men
1883,0,0,0,0,0,0,1,3,7,3.0,0.0,3.0,2,True,-5.0,./dataset_o\WMCC2022_ResultsBook\geme588end7.png,588,WMCC2022_ResultsBook
1884,0,0,0,0,1,0,0,1,9,1.0,0.0,1.0,0,False,5.0,./dataset_o\OWG2018_ResultsBook\geme928end9.png,928,OWG2018_ResultsBook
1885,0,0,0,0,0,1,0,2,6,2.0,0.0,2.0,3,True,-2.0,./dataset_o\WWCC2019_ResultsBook\geme605end6.png,605,WWCC2019_ResultsBook
1886,0,1,0,0,0,0,0,-2,5,0.0,2.0,-2.0,4,True,-3.0,./dataset_o\OWG2022_ResultsBook\geme562end5.png,562,OWG2022_ResultsBook
1887,0,1,0,0,0,0,0,-2,4,0.0,2.0,-2.0,5,False,5.0,./dataset_o\ECC2018_ResultsBook_Men_A-Division\geme334end4.png,334,ECC2018_ResultsBook_Men_A-Division
1888,0,0,0,0,1,0,0,1,7,1.0,0.0,1.0,2,True,-6.0,./dataset_o\PCCC2022_ResultsBook_Men_A-Division\geme132end7.png,132,PCCC2022_ResultsBook_Men_A-Division
1889,0,0,0,1,0,0,0,0,7,0.0,0.0,0.0,2,True,-1.0,./dataset_o\ECC2022_ResultsBook_Men_A-Division\geme6end7.png,6,ECC2022_ResultsBook_Men_A-Division
1890,1,0,0,0,0,0,0,-3,8,0.0,3.0,-3.0,1,False,-2.0,./dataset_o\ECC2019_ResultsBook_Women_A-Division\geme256end8.png,256,ECC2019_ResultsBook_Women_A-Division
1891,0,0,0,0,1,0,0,1,7,1.0,0.0,1.0,2,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme616end7.png,616,WMCC2021_ResultsBook
1892,0,1,0,0,0,0,0,-2,7,0.0,2.0,-2.0,2,False,4.0,./dataset_o\ECC2018_ResultsBook_Men_A-Division\geme433end7.png,433,ECC2018_ResultsBook_Men_A-Division
1893,0,0,0,0,1,0,0,1,6,1.0,0.0,1.0,3,True,2.0,./dataset_o\PCCC2023_ResultsBook_Men_A-Division\geme91end6.png,91,PCCC2023_ResultsBook_Men_A-Division
1894,1,0,0,0,0,0,0,-3,6,0.0,3.0,-3.0,3,False,1.0,./dataset_o\OWG2018_ResultsBook\geme882end6.png,882,OWG2018_ResultsBook
1895,0,0,0,0,1,0,0,1,2,1.0,0.0,1.0,7,False,1.0,./dataset_o\ECC2023_ResultsBook_Women_A-Division\geme116end2.png,116,ECC2023_ResultsBook_Women_A-Division
1896,0,0,0,1,0,0,0,0,2,0.0,0.0,0.0,7,True,-1.0,./dataset_o\ECC2022_ResultsBook_Men_A-Division\geme190end2.png,190,ECC2022_ResultsBook_Men_A-Division
1897,0,0,0,1,0,0,0,0,7,0.0,0.0,0.0,2,True,0.0,./dataset_o\ECC2019_ResultsBook_Men_A-Division\geme172end7.png,172,ECC2019_ResultsBook_Men_A-Division
1898,0,0,1,0,0,0,0,-1,3,0.0,1.0,-1.0,6,False,-1.0,./dataset_o\ECC2018_ResultsBook_Women_A-Division\geme128end3.png,128,ECC2018_ResultsBook_Women_A-Division
1899,0,0,1,0,0,0,0,-1,10,0.0,1.0,-1.0,0,False,2.0,./dataset_o\WWCC2019_ResultsBook\geme428end10.png,428,WWCC2019_ResultsBook
1900,0,0,1,0,0,0,0,-1,3,0.0,1.0,-1.0,6,True,1.0,./dataset_o\WMCC2019_ResultsBook\geme70end3.png,70,WMCC2019_ResultsBook
1901,0,0,0,0,0,0,1,3,3,5.0,0.0,5.0,6,True,1.0,./dataset_o\CWC2018-19_Leg1_ResultsBook\geme254end3.png,254,CWC2018-19_Leg1_ResultsBook
1902,0,0,0,0,1,0,0,1,11,1.0,0.0,1.0,0,False,0.0,./dataset_o\WMCC2018_ResultsBook\geme682end11.png,682,WMCC2018_ResultsBook
1903,0,0,0,0,1,0,0,1,5,1.0,0.0,1.0,4,False,2.0,./dataset_o\CWC2018-19_Leg2_ResultsBook\geme7end5.png,7,CWC2018-19_Leg2_ResultsBook
1904,0,0,1,0,0,0,0,-1,3,0.0,1.0,-1.0,6,False,0.0,./dataset_o\OWG2018_ResultsBook\geme1181end3.png,1181,OWG2018_ResultsBook
1905,0,0,0,0,1,0,0,1,1,1.0,0.0,1.0,8,False,0.0,./dataset_o\WMCC2019_ResultsBook\geme262end1.png,262,WMCC2019_ResultsBook
1906,0,0,0,0,0,1,0,2,1,2.0,0.0,2.0,8,True,0.0,./dataset_o\WWCC2019_ResultsBook\geme519end1.png,519,WWCC2019_ResultsBook
1907,0,0,0,0,0,1,0,2,10,2.0,0.0,2.0,0,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme157end10.png,157,WMCC2023_ResultsBook
1908,0,0,0,0,0,1,0,2,1,2.0,0.0,2.0,8,True,0.0,./dataset_o\OWG2022_ResultsBook\geme205end1.png,205,OWG2022_ResultsBook
1909,0,0,0,0,1,0,0,1,3,1.0,0.0,1.0,6,True,-2.0,./dataset_o\WMCC2018_ResultsBook\geme793end3.png,793,WMCC2018_ResultsBook
1910,0,0,1,0,0,0,0,-1,9,0.0,1.0,-1.0,0,False,-1.0,./dataset_o\ECC2022_ResultsBook_Men_A-Division\geme249end9.png,249,ECC2022_ResultsBook_Men_A-Division
1911,0,0,0,0,1,0,0,1,3,1.0,0.0,1.0,6,True,0.0,./dataset_o\ECC2023_ResultsBook_Women_A-Division\geme482end3.png,482,ECC2023_ResultsBook_Women_A-Division
1912,0,1,0,0,0,0,0,-2,8,0.0,2.0,-2.0,1,False,0.0,./dataset_o\OQE2021_ResultsBook_Men\geme158end8.png,158,OQE2021_ResultsBook_Men
1913,0,0,0,0,0,0,1,3,6,3.0,0.0,3.0,3,True,3.0,./dataset_o\WMCC2018_ResultsBook\geme368end6.png,368,WMCC2018_ResultsBook
1914,0,0,0,0,1,0,0,1,1,1.0,0.0,1.0,8,True,0.0,./dataset_o\OWG2018_ResultsBook\geme260end1.png,260,OWG2018_ResultsBook
1915,0,1,0,0,0,0,0,-2,2,0.0,2.0,-2.0,7,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme325end2.png,325,WMCC2021_ResultsBook
1916,0,0,0,0,0,1,0,2,8,2.0,0.0,2.0,1,False,2.0,./dataset_o\ECC2023_ResultsBook_Men_A-Division\geme285end8.png,285,ECC2023_ResultsBook_Men_A-Division
1917,0,0,0,0,0,1,0,2,5,2.0,0.0,2.0,4,True,-4.0,./dataset_o\OWG2018_ResultsBook\geme906end5.png,906,OWG2018_ResultsBook
1918,0,0,0,0,0,0,1,3,5,3.0,0.0,3.0,4,True,2.0,./dataset_o\WMCC2019_ResultsBook\geme596end5.png,596,WMCC2019_ResultsBook
1919,0,0,1,0,0,0,0,-1,7,0.0,1.0,-1.0,2,True,-3.0,./dataset_o\PCCC2022_ResultsBook_Women_A-Division\geme212end7.png,212,PCCC2022_ResultsBook_Women_A-Division
