,ends,red,yellow,red_diff,remain_ends,last_stone_is_red,page,filepath,INFO,T,red_postion
8,9,1.0,0.0,1.0,0,False,7,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme7end9.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
9,10,1.0,0.0,1.0,0,False,7,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme7end10.png,True,ECC2017_ResultsBook_Women_A-Division,2.0
0,1,0.0,1.0,-1.0,8,False,19,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme19end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,1.0,0.0,1.0,7,True,19,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme19end2.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
2,3,0.0,1.0,-1.0,6,False,19,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme19end3.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
3,4,0.0,0.0,0.0,5,True,19,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme19end4.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
4,5,0.0,0.0,0.0,4,True,19,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme19end5.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
5,6,2.0,0.0,2.0,3,True,19,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme19end6.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
6,7,0.0,1.0,-1.0,2,False,19,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme19end7.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
7,8,1.0,0.0,1.0,1,True,19,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme19end8.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
8,9,1.0,0.0,1.0,0,False,19,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme19end9.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
9,10,1.0,0.0,1.0,0,False,19,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme19end10.png,True,ECC2017_ResultsBook_Women_A-Division,2.0
0,1,0.0,3.0,-3.0,8,False,36,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme36end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,2.0,0.0,2.0,7,True,36,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme36end2.png,True,ECC2017_ResultsBook_Women_A-Division,-3.0
2,3,0.0,0.0,0.0,6,False,36,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme36end3.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
3,4,0.0,1.0,-1.0,5,False,36,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme36end4.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
4,5,1.0,0.0,1.0,4,True,36,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme36end5.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
5,6,0.0,0.0,0.0,3,False,36,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme36end6.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
6,7,0.0,0.0,0.0,2,False,36,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme36end7.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
7,8,3.0,0.0,3.0,1,False,36,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme36end8.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
8,9,0.0,2.0,-2.0,0,False,36,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme36end9.png,True,ECC2017_ResultsBook_Women_A-Division,2.0
9,10,1.0,0.0,1.0,0,True,36,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme36end10.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
0,1,0.0,0.0,0.0,8,False,50,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme50end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,0.0,0.0,0.0,7,False,50,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme50end2.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
2,3,2.0,0.0,2.0,6,False,50,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme50end3.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
3,4,0.0,3.0,-3.0,5,False,50,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme50end4.png,True,ECC2017_ResultsBook_Women_A-Division,2.0
4,5,0.0,0.0,0.0,4,True,50,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme50end5.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
5,6,0.0,1.0,-1.0,3,True,50,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme50end6.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
6,7,1.0,0.0,1.0,2,True,50,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme50end7.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
7,8,0.0,1.0,-1.0,1,False,50,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme50end8.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
8,9,3.0,0.0,3.0,0,True,50,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme50end9.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
9,10,1.0,0.0,1.0,0,False,50,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme50end10.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
0,1,0.0,2.0,-2.0,8,False,61,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme61end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,1.0,0.0,1.0,7,True,61,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme61end2.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
2,3,0.0,0.0,0.0,6,False,61,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme61end3.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
3,4,0.0,0.0,0.0,5,False,61,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme61end4.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
4,5,0.0,1.0,-1.0,4,False,61,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme61end5.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
5,6,1.0,0.0,1.0,3,True,61,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme61end6.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
6,7,0.0,3.0,-3.0,2,False,61,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme61end7.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
7,8,1.0,0.0,1.0,1,True,61,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme61end8.png,True,ECC2017_ResultsBook_Women_A-Division,-4.0
8,9,0.0,1.0,-1.0,0,False,61,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme61end9.png,True,ECC2017_ResultsBook_Women_A-Division,-3.0
0,1,0.0,0.0,0.0,8,False,90,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme90end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,1.0,0.0,1.0,7,False,90,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme90end2.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
2,3,0.0,0.0,0.0,6,False,90,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme90end3.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
3,4,0.0,0.0,0.0,5,False,90,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme90end4.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
4,5,0.0,2.0,-2.0,4,False,90,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme90end5.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
5,6,1.0,0.0,1.0,3,True,90,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme90end6.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
6,7,0.0,2.0,-2.0,2,False,90,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme90end7.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
7,8,1.0,0.0,1.0,1,True,90,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme90end8.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
8,9,0.0,0.0,0.0,0,False,90,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme90end9.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
9,10,0.0,1.0,-1.0,0,False,90,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme90end10.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
0,1,0.0,1.0,-1.0,8,False,101,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme101end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,1.0,0.0,1.0,7,True,101,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme101end2.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
2,3,0.0,1.0,-1.0,6,False,101,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme101end3.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
3,4,0.0,1.0,-1.0,5,True,101,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme101end4.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
4,5,1.0,0.0,1.0,4,True,101,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme101end5.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
5,6,0.0,2.0,-2.0,3,False,101,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme101end6.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
6,7,1.0,0.0,1.0,2,True,101,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme101end7.png,True,ECC2017_ResultsBook_Women_A-Division,-3.0
7,8,0.0,4.0,-4.0,1,False,101,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme101end8.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
0,1,0.0,2.0,-2.0,8,False,110,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme110end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,1.0,0.0,1.0,7,True,110,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme110end2.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
2,3,0.0,2.0,-2.0,6,False,110,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme110end3.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
3,4,1.0,0.0,1.0,5,True,110,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme110end4.png,True,ECC2017_ResultsBook_Women_A-Division,-3.0
4,5,0.0,3.0,-3.0,4,False,110,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme110end5.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
5,6,3.0,0.0,3.0,3,True,110,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme110end6.png,True,ECC2017_ResultsBook_Women_A-Division,-5.0
6,7,1.0,0.0,1.0,2,False,110,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme110end7.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
7,8,0.0,0.0,0.0,1,False,110,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme110end8.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
8,9,0.0,0.0,0.0,0,False,110,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme110end9.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
9,10,1.0,0.0,1.0,0,False,110,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme110end10.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
10,11,1.0,0.0,1.0,0,False,110,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme110end11.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
0,1,0.0,0.0,0.0,8,False,122,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme122end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,0.0,1.0,-1.0,7,False,122,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme122end2.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
2,3,1.0,0.0,1.0,6,True,122,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme122end3.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
3,4,1.0,0.0,1.0,5,False,122,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme122end4.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
4,5,0.0,1.0,-1.0,4,False,122,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme122end5.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
5,6,0.0,1.0,-1.0,3,True,122,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme122end6.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
6,7,2.0,0.0,2.0,2,True,122,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme122end7.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
7,8,0.0,1.0,-1.0,1,False,122,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme122end8.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
8,9,1.0,0.0,1.0,0,True,122,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme122end9.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
9,10,0.0,2.0,-2.0,0,False,122,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme122end10.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
0,1,1.0,0.0,1.0,8,True,133,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme133end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,0.0,1.0,-1.0,7,False,133,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme133end2.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
2,3,0.0,0.0,0.0,6,True,133,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme133end3.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
3,4,2.0,0.0,2.0,5,True,133,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme133end4.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
4,5,0.0,1.0,-1.0,4,False,133,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme133end5.png,True,ECC2017_ResultsBook_Women_A-Division,2.0
5,6,2.0,0.0,2.0,3,True,133,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme133end6.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
6,7,4.0,0.0,4.0,2,False,133,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme133end7.png,True,ECC2017_ResultsBook_Women_A-Division,3.0
0,1,0.0,2.0,-2.0,8,False,142,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme142end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,1.0,0.0,1.0,7,True,142,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme142end2.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
2,3,0.0,3.0,-3.0,6,False,142,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme142end3.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
3,4,0.0,3.0,-3.0,5,True,142,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme142end4.png,True,ECC2017_ResultsBook_Women_A-Division,-4.0
4,5,2.0,0.0,2.0,4,True,142,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme142end5.png,True,ECC2017_ResultsBook_Women_A-Division,-7.0
5,6,0.0,0.0,0.0,3,False,142,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme142end6.png,True,ECC2017_ResultsBook_Women_A-Division,-5.0
6,7,0.0,1.0,-1.0,2,False,142,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme142end7.png,True,ECC2017_ResultsBook_Women_A-Division,-5.0
7,8,1.0,0.0,1.0,1,True,142,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme142end8.png,True,ECC2017_ResultsBook_Women_A-Division,-6.0
0,1,0.0,1.0,-1.0,8,False,151,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme151end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,2.0,0.0,2.0,7,True,151,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme151end2.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
2,3,0.0,0.0,0.0,6,False,151,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme151end3.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
3,4,2.0,0.0,2.0,5,False,151,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme151end4.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
4,5,0.0,1.0,-1.0,4,False,151,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme151end5.png,True,ECC2017_ResultsBook_Women_A-Division,3.0
5,6,1.0,0.0,1.0,3,True,151,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme151end6.png,True,ECC2017_ResultsBook_Women_A-Division,2.0
6,7,0.0,1.0,-1.0,2,False,151,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme151end7.png,True,ECC2017_ResultsBook_Women_A-Division,3.0
7,8,2.0,0.0,2.0,1,True,151,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme151end8.png,True,ECC2017_ResultsBook_Women_A-Division,2.0
8,9,0.0,2.0,-2.0,0,False,151,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme151end9.png,True,ECC2017_ResultsBook_Women_A-Division,4.0
9,10,0.0,1.0,-1.0,0,True,151,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme151end10.png,True,ECC2017_ResultsBook_Women_A-Division,2.0
0,1,0.0,1.0,-1.0,8,False,162,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme162end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,1.0,0.0,1.0,7,True,162,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme162end2.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
2,3,0.0,2.0,-2.0,6,False,162,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme162end3.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
3,4,0.0,0.0,0.0,5,True,162,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme162end4.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
4,5,0.0,1.0,-1.0,4,True,162,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme162end5.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
5,6,1.0,0.0,1.0,3,True,162,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme162end6.png,True,ECC2017_ResultsBook_Women_A-Division,-3.0
6,7,0.0,2.0,-2.0,2,False,162,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme162end7.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
7,8,1.0,0.0,1.0,1,True,162,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme162end8.png,True,ECC2017_ResultsBook_Women_A-Division,-4.0
8,9,0.0,2.0,-2.0,0,False,162,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme162end9.png,True,ECC2017_ResultsBook_Women_A-Division,-3.0
0,1,0.0,1.0,-1.0,8,False,172,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme172end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,2.0,0.0,2.0,7,True,172,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme172end2.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
2,3,0.0,2.0,-2.0,6,False,172,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme172end3.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
3,4,0.0,0.0,0.0,5,True,172,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme172end4.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
4,5,0.0,0.0,0.0,4,True,172,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme172end5.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
5,6,0.0,0.0,0.0,3,True,172,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme172end6.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
6,7,1.0,0.0,1.0,2,True,172,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme172end7.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
7,8,0.0,2.0,-2.0,1,False,172,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme172end8.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
8,9,1.0,0.0,1.0,0,True,172,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme172end9.png,True,ECC2017_ResultsBook_Women_A-Division,-2.0
9,10,1.0,0.0,1.0,0,False,172,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme172end10.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
10,11,1.0,0.0,1.0,0,False,172,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme172end11.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
0,1,1.0,0.0,1.0,8,True,184,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme184end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,0.0,1.0,-1.0,7,False,184,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme184end2.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
2,3,1.0,0.0,1.0,6,True,184,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme184end3.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
3,4,0.0,1.0,-1.0,5,False,184,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme184end4.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
4,5,0.0,1.0,-1.0,4,True,184,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme184end5.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
5,6,2.0,0.0,2.0,3,True,184,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme184end6.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
6,7,0.0,2.0,-2.0,2,False,184,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme184end7.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
7,8,2.0,0.0,2.0,1,True,184,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme184end8.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
8,9,0.0,2.0,-2.0,0,False,184,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme184end9.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
9,10,1.0,0.0,1.0,0,True,184,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme184end10.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
10,11,0.0,2.0,-2.0,0,False,184,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme184end11.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
0,1,1.0,0.0,1.0,8,True,197,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme197end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,1.0,0.0,1.0,7,False,197,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme197end2.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
2,3,1.0,0.0,1.0,6,False,197,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme197end3.png,True,ECC2017_ResultsBook_Women_A-Division,2.0
3,4,0.0,1.0,-1.0,5,False,197,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme197end4.png,True,ECC2017_ResultsBook_Women_A-Division,3.0
4,5,0.0,1.0,-1.0,4,True,197,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme197end5.png,True,ECC2017_ResultsBook_Women_A-Division,2.0
5,6,2.0,0.0,2.0,3,True,197,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme197end6.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
6,7,0.0,1.0,-1.0,2,False,197,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme197end7.png,True,ECC2017_ResultsBook_Women_A-Division,3.0
7,8,1.0,0.0,1.0,1,True,197,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme197end8.png,True,ECC2017_ResultsBook_Women_A-Division,2.0
8,9,0.0,1.0,-1.0,0,False,197,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme197end9.png,True,ECC2017_ResultsBook_Women_A-Division,3.0
0,1,0.0,0.0,0.0,8,True,208,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme208end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,1.0,0.0,1.0,7,True,208,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme208end2.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
2,3,0.0,2.0,-2.0,6,False,208,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme208end3.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
3,4,1.0,0.0,1.0,5,True,208,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme208end4.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
4,5,1.0,0.0,1.0,4,False,208,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme208end5.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
5,6,0.0,1.0,-1.0,3,False,208,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme208end6.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
6,7,1.0,0.0,1.0,2,True,208,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme208end7.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
7,8,0.0,2.0,-2.0,1,False,208,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme208end8.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
8,9,1.0,0.0,1.0,0,True,208,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme208end9.png,True,ECC2017_ResultsBook_Women_A-Division,-1.0
9,10,0.0,1.0,-1.0,0,False,208,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme208end10.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
0,1,3.0,0.0,3.0,8,True,219,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme219end1.png,True,ECC2017_ResultsBook_Women_A-Division,0.0
1,2,0.0,2.0,-2.0,7,False,219,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme219end2.png,True,ECC2017_ResultsBook_Women_A-Division,3.0
2,3,2.0,0.0,2.0,6,True,219,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme219end3.png,True,ECC2017_ResultsBook_Women_A-Division,1.0
3,4,1.0,0.0,1.0,5,False,219,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme219end4.png,True,ECC2017_ResultsBook_Women_A-Division,3.0
4,5,0.0,1.0,-1.0,4,False,219,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme219end5.png,True,ECC2017_ResultsBook_Women_A-Division,4.0
5,6,0.0,0.0,0.0,3,True,219,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme219end6.png,True,ECC2017_ResultsBook_Women_A-Division,3.0
6,7,2.0,0.0,2.0,2,True,219,./dataset_o\ECC2017_ResultsBook_Women_A-Division\geme219end7.png,True,ECC2017_ResultsBook_Women_A-Division,3.0
