,red_diff,remain_ends,last_stone_is_red,red_postion,filepath
3,1.0,5,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme875end4.png
2,1.0,6,True,-2.0,./dataset_o\WWCC2022_ResultsBook\geme728end3.png
1,-2.0,7,False,2.0,./dataset_o\WWCC2023_ResultsBook\geme546end2.png
5,1.0,3,False,1.0,./dataset_o\WWCC2023_ResultsBook\geme736end6.png
3,0.0,5,False,-2.0,./dataset_o\WMCC2021_ResultsBook\geme479end4.png
3,-1.0,5,True,2.0,./dataset_o\WMCC2022_ResultsBook\geme357end4.png
5,-1.0,3,True,-3.0,./dataset_o\WWCC2023_ResultsBook\geme904end6.png
3,-3.0,5,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme169end4.png
0,0.0,8,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme158end1.png
6,-2.0,2,False,4.0,./dataset_o\WMCC2022_ResultsBook\geme869end7.png
5,-2.0,3,False,-1.0,./dataset_o\WMCC2022_ResultsBook\geme366end6.png
4,1.0,4,True,-3.0,./dataset_o\WMCC2023_ResultsBook\geme609end5.png
1,-2.0,7,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme22end2.png
5,-4.0,3,False,-1.0,./dataset_o\WMCC2021_ResultsBook\geme165end6.png
0,0.0,8,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme557end1.png
5,-4.0,3,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme179end6.png
0,2.0,8,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme809end1.png
4,1.0,4,True,-11.0,./dataset_o\WWCC2023_ResultsBook\geme897end5.png
2,0.0,6,True,-1.0,./dataset_o\WMCC2023_ResultsBook\geme793end3.png
6,3.0,2,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme776end7.png
8,2.0,0,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme886end9.png
7,3.0,1,False,3.0,./dataset_o\WMCC2023_ResultsBook\geme844end8.png
3,1.0,5,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme412end4.png
7,-1.0,1,False,-2.0,./dataset_o\WMCC2022_ResultsBook\geme366end8.png
1,-1.0,7,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme303end2.png
4,-4.0,4,False,5.0,./dataset_o\WWCC2022_ResultsBook\geme521end5.png
8,-2.0,0,False,4.0,./dataset_o\WMCC2021_ResultsBook\geme539end9.png
1,1.0,7,True,-3.0,./dataset_o\WMCC2023_ResultsBook\geme318end2.png
3,2.0,5,True,1.0,./dataset_o\WMCC2021_ResultsBook\geme293end4.png
4,-2.0,4,False,-3.0,./dataset_o\WMCC2022_ResultsBook\geme132end5.png
8,1.0,0,True,4.0,./dataset_o\WMCC2022_ResultsBook\geme805end9.png
5,-1.0,3,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme50end6.png
4,1.0,4,True,-3.0,./dataset_o\WMCC2023_ResultsBook\geme300end5.png
4,-1.0,4,False,2.0,./dataset_o\WWCC2023_ResultsBook\geme49end5.png
3,1.0,5,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme400end4.png
5,-1.0,3,False,6.0,./dataset_o\WMCC2023_ResultsBook\geme573end6.png
2,1.0,6,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme237end3.png
3,-1.0,5,True,-3.0,./dataset_o\WMCC2021_ResultsBook\geme325end4.png
4,3.0,4,True,-3.0,./dataset_o\WMCC2022_ResultsBook\geme704end5.png
5,-3.0,3,False,-2.0,./dataset_o\WWCC2022_ResultsBook\geme689end6.png
2,-1.0,6,True,-3.0,./dataset_o\WMCC2021_ResultsBook\geme532end3.png
8,2.0,0,True,-3.0,./dataset_o\WWCC2023_ResultsBook\geme105end9.png
1,-1.0,7,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme587end2.png
4,1.0,4,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme844end5.png
6,-2.0,2,False,3.0,./dataset_o\WMCC2023_ResultsBook\geme442end7.png
4,3.0,4,True,-4.0,./dataset_o\WWCC2023_ResultsBook\geme818end5.png
0,-1.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme282end1.png
8,1.0,0,True,-1.0,./dataset_o\WWCC2022_ResultsBook\geme105end9.png
8,3.0,0,True,2.0,./dataset_o\WMCC2021_ResultsBook\geme787end9.png
6,1.0,2,False,1.0,./dataset_o\WMCC2022_ResultsBook\geme421end7.png
6,0.0,2,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme817end7.png
3,0.0,5,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme523end4.png
1,1.0,7,False,4.0,./dataset_o\WMCC2022_ResultsBook\geme599end2.png
0,-1.0,8,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme880end1.png
1,1.0,7,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme223end2.png
0,4.0,8,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme853end1.png
2,1.0,6,True,-2.0,./dataset_o\WMCC2022_ResultsBook\geme880end3.png
2,2.0,6,True,3.0,./dataset_o\WMCC2023_ResultsBook\geme853end3.png
2,1.0,6,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme334end3.png
4,-1.0,4,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme381end5.png
1,0.0,7,True,-2.0,./dataset_o\WWCC2023_ResultsBook\geme38end2.png
1,1.0,7,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme656end2.png
4,-1.0,4,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme550end5.png
5,-1.0,3,True,-2.0,./dataset_o\WWCC2022_ResultsBook\geme600end6.png
8,2.0,0,True,-1.0,./dataset_o\WWCC2022_ResultsBook\geme397end9.png
2,2.0,6,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme243end3.png
1,0.0,7,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme300end2.png
4,2.0,4,True,1.0,./dataset_o\WWCC2022_ResultsBook\geme187end5.png
6,2.0,2,True,1.0,./dataset_o\WMCC2023_ResultsBook\geme695end7.png
5,2.0,3,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme347end6.png
3,0.0,5,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme863end4.png
3,-1.0,5,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme499end4.png
3,-1.0,5,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme7end4.png
5,1.0,3,True,-3.0,./dataset_o\WMCC2022_ResultsBook\geme211end6.png
7,2.0,1,False,4.0,./dataset_o\WMCC2022_ResultsBook\geme642end8.png
4,-2.0,4,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme280end5.png
6,1.0,2,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme223end7.png
5,-1.0,3,True,-3.0,./dataset_o\WMCC2023_ResultsBook\geme512end6.png
0,1.0,8,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme315end1.png
2,2.0,6,True,-2.0,./dataset_o\WMCC2022_ResultsBook\geme588end3.png
2,-2.0,6,False,1.0,./dataset_o\WWCC2023_ResultsBook\geme421end3.png
5,-1.0,3,True,1.0,./dataset_o\WWCC2023_ResultsBook\geme714end6.png
8,0.0,0,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme468end9.png
3,-2.0,5,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme794end4.png
3,-1.0,5,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme201end4.png
4,-1.0,4,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme860end5.png
9,-1.0,0,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme73end10.png
2,-2.0,6,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme223end3.png
0,2.0,8,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme661end1.png
2,-1.0,6,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme22end3.png
4,-2.0,4,False,3.0,./dataset_o\WWCC2023_ResultsBook\geme505end5.png
1,1.0,7,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme344end2.png
0,-2.0,8,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme769end1.png
3,-3.0,5,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme135end4.png
5,2.0,3,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme509end6.png
6,-2.0,2,False,-1.0,./dataset_o\WMCC2021_ResultsBook\geme963end7.png
1,2.0,7,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme116end2.png
5,-2.0,3,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme431end6.png
8,2.0,0,True,2.0,./dataset_o\WMCC2021_ResultsBook\geme597end9.png
5,1.0,3,False,4.0,./dataset_o\WMCC2021_ResultsBook\geme38end6.png
0,0.0,8,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme815end1.png
5,0.0,3,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme546end6.png
7,1.0,1,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme798end8.png
6,-1.0,2,False,-1.0,./dataset_o\WWCC2023_ResultsBook\geme105end7.png
0,0.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme355end1.png
3,1.0,5,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme303end4.png
7,-2.0,1,False,-4.0,./dataset_o\WMCC2022_ResultsBook\geme58end8.png
6,2.0,2,False,5.0,./dataset_o\WMCC2021_ResultsBook\geme848end7.png
2,-1.0,6,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme119end3.png
9,3.0,0,True,-3.0,./dataset_o\WMCC2021_ResultsBook\geme368end10.png
7,-2.0,1,False,-2.0,./dataset_o\WWCC2022_ResultsBook\geme135end8.png
6,-2.0,2,False,5.0,./dataset_o\WMCC2021_ResultsBook\geme891end7.png
3,-1.0,5,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme771end4.png
7,-2.0,1,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme837end8.png
3,1.0,5,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme444end4.png
2,2.0,6,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme713end3.png
8,-1.0,0,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme304end9.png
7,-2.0,1,True,-5.0,./dataset_o\WMCC2023_ResultsBook\geme745end8.png
2,-2.0,6,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme381end3.png
4,1.0,4,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme880end5.png
3,1.0,5,True,-3.0,./dataset_o\WMCC2022_ResultsBook\geme581end4.png
7,2.0,1,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme530end8.png
10,-3.0,0,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme181end11.png
10,-1.0,0,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme523end11.png
6,-2.0,2,False,3.0,./dataset_o\WWCC2022_ResultsBook\geme778end7.png
3,-2.0,5,False,-2.0,./dataset_o\WWCC2023_ResultsBook\geme524end4.png
1,2.0,7,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme1037end2.png
7,0.0,1,False,-1.0,./dataset_o\WMCC2023_ResultsBook\geme226end8.png
3,0.0,5,True,-2.0,./dataset_o\WMCC2022_ResultsBook\geme815end4.png
5,-3.0,3,False,4.0,./dataset_o\WMCC2021_ResultsBook\geme574end6.png
0,2.0,8,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme817end1.png
5,3.0,3,True,4.0,./dataset_o\WMCC2022_ResultsBook\geme162end6.png
0,-1.0,8,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme550end1.png
6,0.0,2,True,2.0,./dataset_o\WMCC2021_ResultsBook\geme828end7.png
2,-1.0,6,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme325end3.png
3,1.0,5,True,2.0,./dataset_o\WWCC2022_ResultsBook\geme7end4.png
3,1.0,5,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme755end4.png
2,1.0,6,True,1.0,./dataset_o\WMCC2022_ResultsBook\geme303end3.png
7,-1.0,1,False,3.0,./dataset_o\WWCC2022_ResultsBook\geme319end8.png
0,-3.0,8,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme396end1.png
6,-1.0,2,False,-2.0,./dataset_o\WMCC2023_ResultsBook\geme674end7.png
9,-1.0,0,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme1037end10.png
3,2.0,5,True,-2.0,./dataset_o\WWCC2023_ResultsBook\geme557end4.png
3,-1.0,5,False,-3.0,./dataset_o\WMCC2021_ResultsBook\geme963end4.png
6,2.0,2,True,2.0,./dataset_o\WWCC2022_ResultsBook\geme187end7.png
8,1.0,0,True,1.0,./dataset_o\WMCC2021_ResultsBook\geme293end9.png
8,2.0,0,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme817end9.png
9,1.0,0,True,1.0,./dataset_o\WMCC2021_ResultsBook\geme47end10.png
10,-2.0,0,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme763end11.png
7,-2.0,1,False,6.0,./dataset_o\WMCC2022_ResultsBook\geme805end8.png
9,1.0,0,False,-2.0,./dataset_o\WWCC2022_ResultsBook\geme464end10.png
2,-2.0,6,False,1.0,./dataset_o\WWCC2023_ResultsBook\geme179end3.png
6,-2.0,2,False,3.0,./dataset_o\WWCC2022_ResultsBook\geme646end7.png
2,-1.0,6,False,3.0,./dataset_o\WWCC2023_ResultsBook\geme24end3.png
5,0.0,3,True,-4.0,./dataset_o\WMCC2023_ResultsBook\geme471end6.png
2,1.0,6,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme282end3.png
4,1.0,4,False,-4.0,./dataset_o\WWCC2022_ResultsBook\geme171end5.png
0,2.0,8,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme67end1.png
3,1.0,5,False,3.0,./dataset_o\WMCC2023_ResultsBook\geme207end4.png
6,0.0,2,False,-1.0,./dataset_o\WMCC2021_ResultsBook\geme690end7.png
0,-1.0,8,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme880end1.png
4,1.0,4,True,-2.0,./dataset_o\WWCC2023_ResultsBook\geme630end5.png
4,1.0,4,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme7end5.png
3,3.0,5,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme828end4.png
7,1.0,1,False,-1.0,./dataset_o\WMCC2021_ResultsBook\geme732end8.png
7,1.0,1,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme346end8.png
1,1.0,7,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme411end2.png
0,-1.0,8,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme400end1.png
6,1.0,2,False,-2.0,./dataset_o\WMCC2023_ResultsBook\geme705end7.png
0,1.0,8,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme119end1.png
0,0.0,8,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme482end1.png
1,-2.0,7,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme105end2.png
0,-2.0,8,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme682end1.png
1,3.0,7,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme791end2.png
1,0.0,7,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme334end2.png
0,0.0,8,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme334end1.png
9,-1.0,0,True,-3.0,./dataset_o\WMCC2023_ResultsBook\geme641end10.png
6,-1.0,2,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme665end7.png
1,1.0,7,True,-2.0,./dataset_o\WWCC2023_ResultsBook\geme610end2.png
3,2.0,5,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme550end4.png
2,3.0,6,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme694end3.png
9,-2.0,0,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme794end10.png
4,-1.0,4,False,3.0,./dataset_o\WWCC2023_ResultsBook\geme516end5.png
3,-1.0,5,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme984end4.png
6,-1.0,2,True,4.0,./dataset_o\WWCC2022_ResultsBook\geme116end7.png
3,-1.0,5,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme385end4.png
0,0.0,8,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme219end1.png
4,1.0,4,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme250end5.png
4,-1.0,4,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme98end5.png
6,3.0,2,True,3.0,./dataset_o\WMCC2021_ResultsBook\geme551end7.png
0,0.0,8,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme490end1.png
4,2.0,4,True,-4.0,./dataset_o\WWCC2022_ResultsBook\geme536end5.png
4,-2.0,4,False,-2.0,./dataset_o\WMCC2022_ResultsBook\geme58end5.png
2,2.0,6,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme7end3.png
5,0.0,3,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme450end6.png
4,-1.0,4,False,-1.0,./dataset_o\WMCC2023_ResultsBook\geme119end5.png
7,1.0,1,False,-1.0,./dataset_o\WWCC2023_ResultsBook\geme219end8.png
7,-1.0,1,False,-1.0,./dataset_o\WWCC2022_ResultsBook\geme249end8.png
4,-3.0,4,False,7.0,./dataset_o\WMCC2023_ResultsBook\geme566end5.png
2,-2.0,6,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme226end3.png
5,1.0,3,False,-1.0,./dataset_o\WMCC2022_ResultsBook\geme794end6.png
2,-2.0,6,False,2.0,./dataset_o\WMCC2023_ResultsBook\geme58end3.png
3,1.0,5,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme708end4.png
7,1.0,1,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme860end8.png
0,0.0,8,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme679end1.png
7,0.0,1,True,3.0,./dataset_o\WMCC2022_ResultsBook\geme694end8.png
6,-2.0,2,False,4.0,./dataset_o\WMCC2021_ResultsBook\geme336end7.png
3,0.0,5,True,-2.0,./dataset_o\WWCC2023_ResultsBook\geme758end4.png
9,-1.0,0,True,1.0,./dataset_o\WMCC2021_ResultsBook\geme628end10.png
0,0.0,8,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme47end1.png
4,-1.0,4,False,-1.0,./dataset_o\WWCC2022_ResultsBook\geme760end5.png
3,-1.0,5,False,-1.0,./dataset_o\WWCC2022_ResultsBook\geme50end4.png
1,-1.0,7,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme901end2.png
6,-1.0,2,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme620end7.png
4,1.0,4,True,2.0,./dataset_o\WMCC2021_ResultsBook\geme787end5.png
8,-2.0,0,False,-3.0,./dataset_o\WWCC2022_ResultsBook\geme580end9.png
0,1.0,8,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme181end1.png
4,0.0,4,True,-2.0,./dataset_o\WWCC2023_ResultsBook\geme38end5.png
2,2.0,6,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme569end3.png
1,-1.0,7,False,1.0,./dataset_o\WMCC2022_ResultsBook\geme749end2.png
0,1.0,8,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme282end1.png
4,3.0,4,True,-5.0,./dataset_o\WWCC2022_ResultsBook\geme737end5.png
2,-1.0,6,False,5.0,./dataset_o\WWCC2023_ResultsBook\geme856end3.png
2,-1.0,6,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme910end3.png
1,1.0,7,False,4.0,./dataset_o\WWCC2023_ResultsBook\geme849end2.png
8,0.0,0,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme410end9.png
0,1.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme689end1.png
7,3.0,1,True,-3.0,./dataset_o\WMCC2021_ResultsBook\geme304end8.png
5,-2.0,3,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme291end6.png
6,-2.0,2,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme150end7.png
2,0.0,6,False,1.0,./dataset_o\WMCC2022_ResultsBook\geme900end3.png
0,-1.0,8,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme652end1.png
7,-3.0,1,False,-1.0,./dataset_o\WWCC2022_ResultsBook\geme536end8.png
0,4.0,8,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme599end1.png
0,2.0,8,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme345end1.png
4,-3.0,4,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme248end5.png
7,4.0,1,True,2.0,./dataset_o\WWCC2023_ResultsBook\geme149end8.png
6,1.0,2,True,-2.0,./dataset_o\WWCC2023_ResultsBook\geme401end7.png
1,-1.0,7,False,3.0,./dataset_o\WMCC2022_ResultsBook\geme357end2.png
8,-1.0,0,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme867end9.png
6,2.0,2,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme771end7.png
8,-2.0,0,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme71end9.png
6,2.0,2,False,5.0,./dataset_o\WMCC2023_ResultsBook\geme826end7.png
8,1.0,0,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme7end9.png
4,-1.0,4,False,5.0,./dataset_o\WMCC2022_ResultsBook\geme99end5.png
5,-1.0,3,False,-1.0,./dataset_o\WMCC2023_ResultsBook\geme662end6.png
2,-2.0,6,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme374end3.png
0,1.0,8,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme424end1.png
7,1.0,1,True,-1.0,./dataset_o\WMCC2023_ResultsBook\geme45end8.png
6,0.0,2,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme283end7.png
1,2.0,7,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme523end2.png
4,-1.0,4,False,1.0,./dataset_o\WWCC2023_ResultsBook\geme691end5.png
8,-1.0,0,False,1.0,./dataset_o\WWCC2023_ResultsBook\geme807end9.png
8,-2.0,0,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme426end9.png
5,-1.0,3,False,6.0,./dataset_o\WMCC2022_ResultsBook\geme262end6.png
2,2.0,6,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme817end3.png
1,1.0,7,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme385end2.png
7,-1.0,1,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme505end8.png
5,1.0,3,False,-2.0,./dataset_o\WMCC2021_ResultsBook\geme963end6.png
6,1.0,2,True,-2.0,./dataset_o\WWCC2022_ResultsBook\geme485end7.png
1,4.0,7,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme724end2.png
6,-1.0,2,True,-4.0,./dataset_o\WMCC2023_ResultsBook\geme280end7.png
0,-2.0,8,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme524end1.png
8,-1.0,0,False,-1.0,./dataset_o\WWCC2023_ResultsBook\geme260end9.png
4,0.0,4,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme663end5.png
0,0.0,8,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme649end1.png
3,0.0,5,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme480end4.png
7,1.0,1,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme628end8.png
5,-2.0,3,False,7.0,./dataset_o\WMCC2023_ResultsBook\geme601end6.png
7,-3.0,1,False,-2.0,./dataset_o\WMCC2023_ResultsBook\geme471end8.png
4,1.0,4,True,1.0,./dataset_o\WMCC2023_ResultsBook\geme695end5.png
2,1.0,6,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme157end3.png
9,1.0,0,True,1.0,./dataset_o\WMCC2022_ResultsBook\geme509end10.png
7,2.0,1,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme248end8.png
2,-2.0,6,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme728end3.png
9,1.0,0,False,3.0,./dataset_o\WMCC2021_ResultsBook\geme817end10.png
5,-2.0,3,True,-3.0,./dataset_o\WMCC2022_ResultsBook\geme271end6.png
6,1.0,2,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme7end7.png
7,0.0,1,False,-4.0,./dataset_o\WWCC2022_ResultsBook\geme301end8.png
1,1.0,7,True,-3.0,./dataset_o\WMCC2022_ResultsBook\geme150end2.png
6,1.0,2,True,1.0,./dataset_o\WMCC2021_ResultsBook\geme574end7.png
0,1.0,8,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme869end1.png
8,2.0,0,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme530end9.png
8,2.0,0,False,-1.0,./dataset_o\WWCC2023_ResultsBook\geme863end9.png
2,0.0,6,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme805end3.png
4,2.0,4,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme192end5.png
8,-2.0,0,False,-1.0,./dataset_o\WWCC2023_ResultsBook\geme569end9.png
6,2.0,2,True,1.0,./dataset_o\WMCC2023_ResultsBook\geme237end7.png
8,1.0,0,False,1.0,./dataset_o\WMCC2022_ResultsBook\geme280end9.png
8,-2.0,0,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme536end9.png
3,-2.0,5,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme39end4.png
3,-1.0,5,True,-2.0,./dataset_o\WWCC2023_ResultsBook\geme325end4.png
5,0.0,3,True,-6.0,./dataset_o\WWCC2022_ResultsBook\geme622end6.png
2,-2.0,6,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme126end3.png
1,0.0,7,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme973end2.png
1,-2.0,7,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme262end2.png
5,1.0,3,True,-1.0,./dataset_o\WMCC2023_ResultsBook\geme148end6.png
3,2.0,5,False,3.0,./dataset_o\WWCC2023_ResultsBook\geme294end4.png
9,1.0,0,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme143end10.png
5,1.0,3,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme432end6.png
8,-1.0,0,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme509end9.png
2,-2.0,6,False,4.0,./dataset_o\WWCC2023_ResultsBook\geme272end3.png
1,1.0,7,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme168end2.png
8,-3.0,0,False,4.0,./dataset_o\WWCC2022_ResultsBook\geme330end9.png
7,1.0,1,True,-3.0,./dataset_o\WWCC2023_ResultsBook\geme116end8.png
1,1.0,7,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme466end2.png
7,-1.0,1,False,-1.0,./dataset_o\WMCC2021_ResultsBook\geme282end8.png
7,1.0,1,True,-4.0,./dataset_o\WMCC2021_ResultsBook\geme105end8.png
5,0.0,3,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme817end6.png
4,0.0,4,True,-3.0,./dataset_o\WMCC2021_ResultsBook\geme690end5.png
6,-2.0,2,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme891end7.png
4,-1.0,4,False,-2.0,./dataset_o\WMCC2022_ResultsBook\geme150end5.png
6,-2.0,2,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme547end7.png
3,-2.0,5,False,2.0,./dataset_o\WMCC2023_ResultsBook\geme198end4.png
3,-2.0,5,True,-5.0,./dataset_o\WMCC2023_ResultsBook\geme396end4.png
2,-1.0,6,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme368end3.png
0,2.0,8,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme313end1.png
8,1.0,0,False,-3.0,./dataset_o\WWCC2023_ResultsBook\geme179end9.png
